Этап,№ сим карты,№ Комплекса,Обозначение,IP адрес,IP адрес БИС,Свидетельство о поверки,Дата выдачи,Срок действия,Скорость на комплексе,TV,IRZ,Описание дислокации,Адрес установки,Направление камеры,Направление фиксации,Район,Координаты
2,79659279596,194352M249,uragan-9-057,10.32.9.58,192.168.146.49,С-АБ/25-01-2022/128423184,25.01.2022,24.01.2024,40,1422558836,1003670,"РБ, г. Стерлитамак, ул. Шафиева, д. 41","Республика Башкортостан, Городской округ город Стерлитамак, ул. Шафиева, д. 41",от ул. Худайбердина к ул. Сазонова,"ближнее - попутное, дальнее - встречное",Городской округ город Стерлитамак,53.617306 55.937652
2,79276382500,194352M250,uragan-9-028,10.32.9.29,192.168.146.50,С-АБ/27-01-2022/127878745,27.01.2022,26.01.2024,40,1434180052,1003618,"РБ, Шаранский р-н, с. Шаран ул. Мичурина, д. 20","Республика Башкортостан, Шаранский район, с. Шаран ул. Мичурина, д. 20",от ул. Дружбы к ул. Чапаева,"ближнее - встречное, дальнее - попутное",Шаранский район,54.823418 54.009215
2,79279225010,194352M251,uragan-9-023,10.32.9.24,192.168.146.51,С-АБ/29-07-2021/85199274,29.01.2020,28.01.2022,90/50,1427779867,1003659,"РБ, Уфимский р-н, а-д М-7 ""Волга"", 1313 км 600 м",,,"ближнее - встречное, дальнее - попутное",Уфимский район,54.899849 55.631907
2,79659277472,194352M252,uragan-9-127,10.32.9.128,192.168.146.52,С-АБ/27-01-2022/128423153,27.01.2022,26.01.2024,60,1434490362,1003876,"РБ, Федоровский р-н, с.Федоровка, ул.Ленина, д.112","Республика Башкортостан, Федоровский район, с. Федоровка, ул. Ленина, д. 112",от ул. Тельмана к с. Кузьминовка,"ближнее - встречное, дальнее - попутное",Федоровский район,53.181712 55.199052
2,79173608858,194352M253,uragan-9-062,10.32.9.63,192.168.146.53,С-АБ/27-01-2022/127878744,27.01.2022,26.01.2024,20,1430277224,1003702,"РБ, Шаранский р-н, с. Шаран, ул. Центральная, д.21","Республика Башкортостан, Шаранский район, с. Шаран, ул. Центральная, д. 21",от ул. Красноармейская к ул. Пролетарская,Встречное,Шаранский район,54.822329 54.000615
3,79279238235,194352M254,uragan-10-011,10.32.10.12,192.168.146.54,С-АБ/26-01-2022/128423134,26.01.2022,25.01.2024,90,1567849555,1003852,"РБ, с. Иглино, а-д Уфа-Павловка, СНТ Журавушка","Республика Башкортостан, Иглинский район, с. Иглино, ул. Горького (а-д Уфа – Иглино – Красная Горка – Павловка) СНТ Журавушка",к д. Кириллово,"ближнее - попутное, дальнее - встречное",Иглинский район,54.810997 56.346163
2,79659280732,194352M255,uragan-9-066,10.32.9.67,192.168.146.55,С-АБ/16-07-2021/79696448,16.07.2021,15.07.2023,90,1427685143,1003698,"РБ, а-д Р-240, Уфа-Оренбург, 24 км 049 м",,,встречное,Город Уфа Кировский район,54.513232  55.899443
2,79659278125,194352M256,uragan-9-093,10.32.9.94,192.168.146.56,С-АБ/29-07-2021/85199275,29.07.2021,28.07.2023,90,1425746160,1002944,"РБ, Уфимский р-н, а-д М-5 ""Урал"", Самара-Уфа-Челябинск, 1451 км 151 м",,,встречное,Уфимский район,54.664547 55.735488
2,79659276143,194352M257,uragan-9-021,10.32.9.22,192.168.146.57,С-АБ/31-08-2021/99730733,31.08.2021,30.08.2023,90,1430349541,1003700,"РБ, Аургазинский р-н, а-д Р-240, Уфа-Оренбург, 78 км 132 м",,,встречное,Аургазинский район,54.034362 55.888240
2,79659277156,194352M258,uragan-9-136,10.32.9.137,192.168.146.58,С-АБ/27-01-2022/128423152,27.01.2022,26.01.2024,60,1653860461,1003830,"РБ, с.Чуваш-Кубово, м-ду ул.Гагарина и ул.Садовая","Республика Башкортостан, Иглинский район, с. Чуваш-Кубово, между ул. Гагарина и ул. Садовая",от ул. Садовая к ул. Гагарина,"ближнее - встречное, дальнее - попутное",Иглинский район,54.876679 56.559294
2,79279244672,194352M259,uragan-9-148,10.32.9.149,192.168.146.59,С-АБ/24-02-2022/135275232,24.02.2022,23.02.2024,90/70,1435982112,1003856,"РБ, ГО Октябрьский, а-д М-5 ""Урал"", 1287км+295м",,,"ближнее - попутное, дальнее - встречное",Октябрьский р-н,54.432556 53.475115
3,79659276135,194352M260,uragan-9-150,10.32.9.151,192.168.146.60,С-АБ/25-08-2021/90898065,25.08.2021,24.08.2023,70/90,1646862330,1003780,"РБ, ГО г.Кумертау, а-д Р-240, Уфа-Оренбург, 220 км 120 м",,,"ближнее - попутное, дальнее - встречное",Городской округ город Кумертау,52.856059 55.923038
3,79659276504,194352M261,uragan-9-122,10.32.9.123,192.168.146.61,С-АБ/03-02-2022/133515418,03.02.2022,02.02.2024,40,1646595658,1003865,"РБ Нуримановский р-н с Кр Ключ ул Матросова, 36А","Республика Башкортостан, Нуримановский район, с. Красный Ключ, ул. Матросова, д. 36А",от ул. 40 лет Победы к ул. Ленина,"ближнее - попутное, дальнее - встречное",Нуримановский район,55.386535 56.658261
2,79659280493,194352M262,uragan-9-005,10.32.9.6,192.168.146.62,С-АБ/26-01-2022/128423176,26.01.2022,25.01.2024,90,1430345759,1003705,"РБ,Альшеевский рн,дИдрисово пер.ад М5 ул.Школьная","Республика Башкортостан, Альшеевский район, д. Идрисово, пер. а-д М-5-Чишмы-Аксеново-КиргизМияки и ул. Школьная (РБ,Альшеевский рн,дИдрисово пер.ад М5 ул.Школьная)",к ул. Молодежная,"ближнее - встречное, дальнее - попутное",Альшеевский район,54.013663 54.863905
2,79659276647,194352M263,uragan-9-027,10.32.9.28,192.168.146.63,С-АБ/28-01-2022/127878736,28.01.2022,27.01.2024,"встречное - 20, попутное -40",1441125305,1003689,"РБ Бижбулякский р-н, с.Бижбуляк, ул.Центральная,68","Республика Башкортостан, Бижбулякский район, с. Бижбуляк, ул. Центральная, д. 68",от ул. Подгорная к ул. Победы,"ближнее - попутное, дальнее - встречное",Бижбулякский район,53.698179 54.265598
2,79276381745,194352M264,uragan-9-016,10.32.9.17,192.168.146.64,С-АБ/27-01-2022/127878743,27.01.2022,26.01.2024,60,1426860571,1003672,"РБ, с.Шаран, пер. ул. Первомайская и ул. М.Гафури","Республика Башкортостан, Шаранский район, с. Шаран, пер ул. Первомайская и ул. Мажита Гафури",от ул. Совхозная к ул. Южная,"ближнее - встречное, дальнее - попутное",Шаранский район,54.808713 53.980829
3,79276384779,194352M265,uragan-10-002,10.32.10.3,192.168.146.65,С-АБ/03-02-2022/133515417,03.02.2022,02.02.2024,60,1421407836,1003723,"РБ, с Красный ключ, пер ул Матросова и ул Кренкеля","Республика Башкортостан, Нуримановский район, с. Красный ключ, перекресток ул. Матросова и ул. Кренкеля",от ул. Комсомольская к ул. Нагорная,"ближнее - попутное, дальнее - встречное",Нуримановский район,55.391435 56.635579
2,79659277512,194352M267,uragan-9-130,10.32.9.131,192.168.146.67,С-АБ/27-01-2022/128423149,27.01.2022,26.01.2024,90,1408438037,1003871,"РБ, Федоровский р-н, с Федоровка, ул Ленина, д 75","Республика Башкортостан, Федоровский район, с. Федоровка, ул. Ленина, д. 75",от ул. Ленина к ул. Тельмана,"ближнее - встречное, дальнее - попутное",Федоровский район,53.184213 55.207806
